epoch,train_loss,val_loss
1,6.370109558105469,7.296116828918457
2,6.433953285217285,7.316222667694092
3,6.502645492553711,7.232295513153076
4,6.410646438598633,7.188882350921631
5,6.365239143371582,7.178338050842285
6,6.352864742279053,7.178075313568115
7,6.3512725830078125,7.168907165527344
8,6.342791557312012,7.156028747558594
9,6.33245325088501,7.139012813568115
10,6.317715644836426,7.112296104431152
11,6.298475742340088,7.071937084197998
12,6.273044109344482,7.016798496246338
13,6.240174770355225,6.943272590637207
14,6.200910568237305,6.869378566741943
15,6.157073497772217,6.826212406158447
16,6.117635250091553,6.757906913757324
17,6.0827813148498535,6.708193302154541
18,6.044403076171875,6.680870056152344
19,6.013364315032959,6.659193992614746
20,6.001359939575195,6.6468825340271
21,5.970165252685547,6.568719863891602
22,5.910713195800781,6.531554222106934
23,5.894585132598877,6.4755659103393555
24,5.857725143432617,6.458681106567383
25,5.836530685424805,6.429556369781494
26,5.821805477142334,6.394820690155029
27,5.799088001251221,6.356016159057617
28,5.7860002517700195,6.3549113273620605
29,5.772473335266113,6.337030410766602
30,5.746984481811523,6.308855056762695
31,5.7250542640686035,6.275732040405273
32,5.71327018737793,6.27444314956665
33,5.687006950378418,6.2497100830078125
34,5.664772987365723,6.256589412689209
35,5.644111156463623,6.264204502105713
36,5.6234588623046875,6.281947135925293
37,5.613250255584717,6.364491939544678
38,5.673691749572754,6.310998916625977
39,5.621240615844727,6.351452350616455
40,5.605759143829346,6.359150409698486
41,5.602995872497559,6.337837219238281
42,5.593792915344238,6.3206963539123535
43,5.58355712890625,6.3254265785217285
44,5.5749335289001465,6.3347907066345215
45,5.566401481628418,6.342125415802002
46,5.557864189147949,6.333368301391602
47,5.5518083572387695,6.330857276916504
48,5.546148777008057,6.33539342880249
49,5.540653228759766,6.326938152313232
50,5.535776615142822,6.313360214233398
51,5.531186580657959,6.323202610015869
52,5.528440952301025,6.3400654792785645
53,5.523438453674316,6.35733699798584
54,5.516270160675049,6.40726375579834
55,5.510533332824707,6.347054481506348
56,5.529881477355957,6.370847225189209
57,5.5312700271606445,6.370122909545898
58,5.525243282318115,6.362051010131836
59,5.519170761108398,6.363820552825928
60,5.503054141998291,6.400914669036865
61,5.498847484588623,6.438282489776611
62,5.492774963378906,6.442038059234619
63,5.4806318283081055,6.422332763671875
64,5.477078914642334,6.416566848754883
65,5.484997272491455,6.419984340667725
66,5.4925713539123535,6.4208269119262695
67,5.466728210449219,6.427712917327881
68,5.473272800445557,6.42194128036499
69,5.447094440460205,6.404794692993164
70,5.444485187530518,6.450699329376221
71,5.429284572601318,6.46957540512085
72,5.423598289489746,6.469119071960449
73,5.409169673919678,6.4914631843566895
74,5.399170875549316,6.522873401641846
75,5.392360210418701,6.49995756149292
76,5.3961639404296875,6.558172225952148
77,5.397346019744873,6.5162577629089355
78,5.372893810272217,6.577971935272217
79,5.361187934875488,6.61832857131958
80,5.347283840179443,6.647368431091309
81,5.345961570739746,6.642187595367432
82,5.329806327819824,6.627331733703613
83,5.32066011428833,6.629011154174805
84,5.311470031738281,6.6669206619262695
85,5.300851345062256,6.708384990692139
86,5.2914533615112305,6.755481243133545
87,5.285060882568359,6.744411468505859
88,5.282407283782959,6.738901138305664
89,5.298681259155273,6.817187309265137
90,5.586659908294678,6.428569793701172
91,5.549008369445801,6.430483818054199
92,5.5353240966796875,6.441421031951904
93,5.523050785064697,6.420403003692627
94,5.512038707733154,6.378605365753174
95,5.514547824859619,6.329615116119385
96,5.496465682983398,6.3139142990112305
97,5.482797622680664,6.308121681213379
98,5.476240158081055,6.331975936889648
99,5.476681709289551,6.329704761505127
100,5.4573893547058105,6.348785400390625
101,5.442725658416748,6.371757984161377
102,5.433135986328125,6.391251564025879
103,5.428354740142822,6.367934703826904
104,5.455473899841309,6.351708889007568
105,5.417398929595947,6.367915153503418
106,5.393904209136963,6.3887410163879395
107,5.372312545776367,6.501261234283447
108,5.35993766784668,6.5177903175354
109,5.362966537475586,6.520573139190674
110,5.339710235595703,6.500540733337402
111,5.329087734222412,6.5588202476501465
112,5.317641258239746,6.588338851928711
113,5.293254375457764,6.601655006408691
114,5.28683614730835,6.611989498138428
115,5.274919033050537,6.631603240966797
116,5.268922805786133,6.648223400115967
117,5.257253170013428,6.658533573150635
118,5.2480878829956055,6.677953720092773
119,5.245616436004639,6.688375949859619
120,5.232125759124756,6.69553279876709
121,5.222480773925781,6.705195903778076
122,5.21212100982666,6.744292259216309
123,5.196370601654053,6.763594627380371
124,5.185709476470947,6.76870059967041
125,5.171422481536865,6.77272891998291
126,5.158123016357422,6.806254863739014
127,5.148177146911621,6.839348316192627
128,5.137060642242432,6.8752241134643555
129,5.122596263885498,6.879730224609375
130,5.110623836517334,6.894697666168213
131,5.0992865562438965,6.90836763381958
132,5.084512710571289,6.9238691329956055
133,5.069973468780518,6.953403949737549
134,5.056246757507324,6.990635871887207
135,5.042364120483398,7.035034656524658
136,5.028177738189697,7.09249210357666
137,5.014865875244141,7.150910377502441
138,5.001509189605713,7.202700614929199
139,4.988087177276611,7.25609016418457
140,4.976644515991211,7.3143534660339355
141,4.966517925262451,7.377630233764648
142,4.955218315124512,7.431781768798828
143,4.944378852844238,7.505824089050293
144,4.934070110321045,7.569646835327148
145,4.925103664398193,7.62598991394043
146,4.9164299964904785,7.715460300445557
147,4.909026145935059,7.786881923675537
148,4.902822971343994,7.871232032775879
149,4.895987510681152,7.9601335525512695
150,4.888686180114746,8.001441955566406
151,4.8837666511535645,8.127307891845703
152,4.88244104385376,8.129834175109863
153,4.88718318939209,8.323738098144531
154,4.888727188110352,8.338162422180176
155,4.874856948852539,8.32773494720459
156,4.875509262084961,8.369648933410645
157,4.870672702789307,8.432848930358887
158,4.86669397354126,8.484024047851562
159,4.865880489349365,8.55547046661377
160,4.861764430999756,8.632513046264648
161,4.860635280609131,8.670597076416016
162,4.859069347381592,8.678086280822754
163,4.857633113861084,8.69234848022461
164,4.856409072875977,8.728168487548828
165,4.854712009429932,8.762934684753418
166,4.854385852813721,8.783663749694824
167,4.853294372558594,8.800725936889648
168,4.852962970733643,8.814407348632812
169,4.851749897003174,8.816258430480957
170,4.851424217224121,8.81483268737793
171,4.85130500793457,8.828967094421387
172,4.850633144378662,8.85033130645752
173,4.850590705871582,8.860114097595215
174,4.850246429443359,8.855001449584961
175,4.849855899810791,8.848411560058594
176,4.849811553955078,8.851359367370605
177,4.849529266357422,8.860477447509766
178,4.849384307861328,8.86551284790039
179,4.849325180053711,8.86508846282959
180,4.8491129875183105,8.864927291870117
181,4.849062442779541,8.866325378417969
182,4.84892463684082,8.866286277770996
183,4.848846912384033,8.863971710205078
184,4.848782062530518,8.862527847290039
185,4.848748207092285,8.86490249633789
186,4.848672389984131,8.869287490844727
187,4.848605632781982,8.872091293334961
188,4.848552703857422,8.87289810180664
189,4.848567008972168,8.87338638305664
190,4.8484930992126465,8.874472618103027
191,4.848455905914307,8.875523567199707
192,4.848471164703369,8.876045227050781
193,4.848091125488281,8.872797012329102
194,4.848394393920898,8.873568534851074
195,4.848377227783203,8.872611045837402
196,4.8483662605285645,8.870628356933594
197,4.848354339599609,8.869671821594238
198,4.848313808441162,8.870366096496582
199,4.848294734954834,8.869918823242188
200,4.848303318023682,8.866658210754395
201,4.848273754119873,8.862248420715332
202,4.848243713378906,8.859899520874023
203,4.848250865936279,8.860219955444336
204,4.848235607147217,8.860941886901855
205,4.848222255706787,8.860527992248535
206,4.848214149475098,8.859461784362793
207,4.848203659057617,8.859496116638184
208,4.848204135894775,8.861027717590332
209,4.848193168640137,8.863247871398926
210,4.84818172454834,8.864686012268066
211,4.848179817199707,8.86478328704834
212,4.848173141479492,8.864286422729492
213,4.848167419433594,8.864084243774414
214,4.848165035247803,8.864533424377441
215,4.848160743713379,8.864883422851562
216,4.848155975341797,8.86441421508789
217,4.848151683807373,8.863901138305664
218,4.848151206970215,8.863548278808594
219,4.848148822784424,8.863463401794434
220,4.84814453125,8.862821578979492
221,4.848141670227051,8.861284255981445
222,4.848140239715576,8.85986328125
223,4.84813928604126,8.85942268371582
224,4.848135471343994,8.859905242919922
225,4.848133563995361,8.860450744628906
226,4.848133563995361,8.860562324523926
227,4.848129749298096,8.860342025756836
228,4.847860336303711,8.863801002502441
229,4.848234176635742,8.857933044433594
230,4.848200798034668,8.858311653137207
231,4.848167896270752,8.860021591186523
232,4.8481764793396,8.85962200164795
233,4.848179817199707,8.85986614227295
234,4.848155975341797,8.860978126525879
235,4.848154067993164,8.858845710754395
236,4.848278999328613,8.863016128540039
237,4.848227500915527,8.864725112915039
238,4.848205089569092,8.863332748413086
239,4.848164081573486,8.861183166503906
240,4.848188400268555,8.861366271972656
241,4.848171234130859,8.861381530761719
242,4.848150730133057,8.859260559082031
243,4.848169326782227,8.858734130859375
244,4.848156452178955,8.860915184020996
245,4.848134994506836,8.861865997314453
246,4.848146915435791,8.861177444458008
247,4.848143577575684,8.862086296081543
248,4.8481340408325195,8.863382339477539
249,4.848132133483887,8.862037658691406
250,4.848130702972412,8.859454154968262
251,4.848124980926514,8.859182357788086
252,4.8481268882751465,8.86108684539795
253,4.848120212554932,8.862975120544434
254,4.84812068939209,8.863243103027344
255,4.848119735717773,8.861921310424805
256,4.848114013671875,8.860188484191895
257,4.848116874694824,8.860167503356934
258,4.848113059997559,8.861411094665527
259,4.848110675811768,8.861848831176758
260,4.848111629486084,8.861183166503906
261,4.848109245300293,8.861113548278809
262,4.848108291625977,8.861486434936523
263,4.848107814788818,8.861245155334473
264,4.848106384277344,8.861149787902832
265,4.848105430603027,8.861648559570312
266,4.848104953765869,8.862136840820312
267,4.848104000091553,8.861631393432617
268,4.8481035232543945,8.860774993896484
269,4.848102569580078,8.860154151916504
270,4.848101615905762,8.860235214233398
271,4.848101615905762,8.860977172851562
272,4.848015308380127,8.859434127807617
273,4.848114013671875,8.861884117126465
274,4.848108291625977,8.862176895141602
275,4.848110675811768,8.860569953918457
276,4.8481059074401855,8.859718322753906
277,4.848107814788818,8.860576629638672
278,4.848104953765869,8.861315727233887
279,4.848104000091553,8.861346244812012
280,4.848102569580078,8.861459732055664
281,4.848104000091553,8.86245059967041
282,4.848100185394287,8.86343002319336
283,4.84810209274292,8.862554550170898
284,4.848100185394287,8.861178398132324
285,4.848099231719971,8.861260414123535
286,4.848099231719971,8.861931800842285
287,4.8480987548828125,8.861519813537598
288,4.848097801208496,8.860858917236328
289,4.8480987548828125,8.860980987548828
290,4.84809684753418,8.861587524414062
291,4.8480963706970215,8.86170768737793
292,4.84809684753418,8.861419677734375
293,4.848095417022705,8.861181259155273
294,4.8480963706970215,8.861231803894043
295,4.848094940185547,8.861481666564941
296,4.848094940185547,8.86156177520752
297,4.848094940185547,8.861397743225098
298,4.848094940185547,8.861518859863281
299,4.848094463348389,8.861832618713379
300,4.848094940185547,8.86169147491455
301,4.8480939865112305,8.861597061157227
302,4.848094463348389,8.861882209777832
303,4.848093032836914,8.861937522888184
304,4.848093509674072,8.861473083496094
305,4.8480939865112305,8.86113166809082
306,4.848093509674072,8.861294746398926
307,4.848093032836914,8.861433982849121
308,4.848093032836914,8.861520767211914
309,4.848093032836914,8.861479759216309
310,4.848093032836914,8.86146354675293
311,4.848093032836914,8.861538887023926
312,4.848092555999756,8.861522674560547
313,4.848093032836914,8.861425399780273
314,4.848092555999756,8.861408233642578
315,4.848092555999756,8.86156177520752
316,4.848092555999756,8.861580848693848
317,4.848092079162598,8.861392974853516
318,4.848092555999756,8.861388206481934
319,4.848092555999756,8.86152458190918
320,4.848092555999756,8.861505508422852
321,4.848092555999756,8.861416816711426
322,4.848092555999756,8.86145305633545
323,4.8480916023254395,8.86152172088623
324,4.848092079162598,8.8615083694458
325,4.8480916023254395,8.861989974975586
326,4.849245548248291,8.858104705810547
327,4.848191738128662,8.86302661895752
328,4.848158359527588,8.863495826721191
329,4.8481316566467285,8.860112190246582
330,4.848169326782227,8.861748695373535
